"Name","Version","VersionCN","IconSWF","IconExportName","Character","Skin","GiveOnSkinUnlock","IsPicto","BattleCategory","Rarity","EmoteType","SoundEffect","SfxIndex","LockedForChronos","EmoteBundles","IsDefaultBattleEmote","PriceBling","PriceGems","DontSellInCatalog","DisableCatalogRelease","CatalogNewDaysAdjustment","NotInCatalogTID","ExtraCatalogCampaign","HideFromCatalogRarityCategory","UnlockedByFame","BrawlerTrophyReward","ShouldDownweight","OdditiesShopAvailability"
"emoji_champie_whistle",,,"sc/emoji_1.sc","emoji_champie_whistle",,,,,"SPECIAL","COLLECTORS","SPECIAL",,,,"BSC2021",,,,"TRUE",,,,,,,,,"NEVER"
"emoji_8bit_clap",,,"sc/emoji_1.sc","emoji_8bit_clap","Arcade",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_amber_clap",,,"sc/emoji_1.sc","emoji_amber_clap","FireDude",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_barley_clap",,,"sc/emoji_1.sc","emoji_barley_clap","Barkeep",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_bea_clap",,,"sc/emoji_1.sc","emoji_bea_clap","BeeSniper",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_belle_clap",,,"sc/emoji_1.sc","emoji_belle_clap","ElectroSniper",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_bibi_clap",,,"sc/emoji_1.sc","emoji_bibi_clap","Baseball",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_bo_clap",,,"sc/emoji_1.sc","emoji_bo_clap","BowDude",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_brock_clap",,,"sc/emoji_1.sc","emoji_brock_clap","RocketGirl",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_bull_clap",,,"sc/emoji_1.sc","emoji_bull_clap","BullDude",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_buzz_clap",,,"sc/emoji_1.sc","emoji_buzz_clap","RopeDude",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_byron_clap",,,"sc/emoji_1.sc","emoji_byron_clap","SnakeOil",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_carl_clap",,,"sc/emoji_1.sc","emoji_carl_clap","Whirlwind",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_colette_clap",,,"sc/emoji_1.sc","emoji_colette_clap","Percenter",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_colt_clap",,,"sc/emoji_1.sc","emoji_colt_clap","Gunslinger",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_crow_clap",,,"sc/emoji_1.sc","emoji_crow_clap","Crow",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_darryl_clap",,,"sc/emoji_1.sc","emoji_darryl_clap","BarrelBot",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,"LoginCalendarDarryl1",,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_dynamike_clap",,,"sc/emoji_1.sc","emoji_dynamike_clap","TntDude",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_edgar_clap",,,"sc/emoji_1.sc","emoji_edgar_clap","Enrager",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_emz_clap",,,"sc/emoji_1.sc","emoji_emz_clap","Mummy",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_frank_clap",,,"sc/emoji_1.sc","emoji_frank_clap","HammerDude",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_gale_clap",,,"sc/emoji_1.sc","emoji_gale_clap","Blower",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_gene_clap",,,"sc/emoji_1.sc","emoji_gene_clap","HookDude",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_griff_clap",,,"sc/emoji_1.sc","emoji_griff_clap","AssaultShotgun",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_jacky_clap",,,"sc/emoji_1.sc","emoji_jacky_clap","Driller",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_jessie_clap",,,"sc/emoji_1.sc","emoji_jessie_clap","Mechanic",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_leon_clap",,,"sc/emoji_1.sc","emoji_leon_clap","Ninja",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_lou_clap",,,"sc/emoji_1.sc","emoji_lou_clap","IceDude",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_max_clap",,,"sc/emoji_1.sc","emoji_max_clap","Speedy",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_mortis_clap",,,"sc/emoji_1.sc","emoji_mortis_clap","Undertaker",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_mrp_clap",,,"sc/emoji_1.sc","emoji_mrp_clap","SpawnerDude",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_nani_clap",,,"sc/emoji_1.sc","emoji_nani_clap","Controller",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_nita_clap",,,"sc/emoji_1.sc","emoji_nita_clap","Shaman",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_pam_clap",,,"sc/emoji_1.sc","emoji_pam_clap","MinigunDude",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_penny_clap",,,"sc/emoji_1.sc","emoji_penny_clap","ArtilleryDude",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,"LoginCalendarPenny1",,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_piper_clap",,,"sc/emoji_1.sc","emoji_piper_clap","Sniper",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_poco_clap",,,"sc/emoji_1.sc","emoji_poco_clap","DeadMariachi",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_primo_clap",,,"sc/emoji_1.sc","emoji_primo_clap","Luchador",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_rico_clap",,,"sc/emoji_1.sc","emoji_rico_clap","TrickshotDude",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_rosa_clap",,,"sc/emoji_1.sc","emoji_rosa_clap","Rosa",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_ruffs_clap",,,"sc/emoji_1.sc","emoji_ruffs_clap","Ruffs",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_sandy_clap",,,"sc/emoji_1.sc","emoji_sandy_clap","Sandstorm",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_shelly_clap",,,"sc/emoji_1.sc","emoji_shelly_clap","ShotgunGirl",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_spike_clap",,,"sc/emoji_1.sc","emoji_spike_clap","Cactus",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_sprout_clap",,,"sc/emoji_1.sc","emoji_sprout_clap","Wally",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_squeak_clap",,,"sc/emoji_1.sc","emoji_squeak_clap","StickyBomb",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_stu_clap",,,"sc/emoji_1.sc","emoji_stu_clap","Roller",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_surge_clap",,,"sc/emoji_1.sc","emoji_surge_clap","PowerLeveler",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_tara_clap",,,"sc/emoji_1.sc","emoji_tara_clap","BlackHole",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_tick_clap",,,"sc/emoji_1.sc","emoji_tick_clap","ClusterBombDude",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_belle_boss_clap",,,"sc/emoji_1.sc","emoji_belle_boss_clap","ElectroSniper",,,,"SPECIAL","COLLECTORS","CLAP","Colt_Pin_Clap","0",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_colette_trixie_clap",,,"sc/emoji_1.sc","emoji_colette_trixie_clap","Percenter",,,,"SPECIAL","COLLECTORS","CLAP","Colt_Pin_Clap","0",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_gale_trader_clap",,,"sc/emoji_1.sc","emoji_gale_trader_clap","Blower",,,,"SPECIAL","COLLECTORS","CLAP","Colt_Pin_Clap","0",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_lou_king_clap",,,"sc/emoji_1.sc","emoji_lou_king_clap","IceDude",,,,"SPECIAL","COLLECTORS","CLAP","Colt_Pin_Clap","0",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_rosa_halloween_clap",,,"sc/emoji_1.sc","emoji_rosa_halloween_clap","Rosa",,,,"SPECIAL","COLLECTORS","CLAP","Colt_Pin_Clap","0",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_ruffs_ronin_clap",,,"sc/emoji_1.sc","emoji_ruffs_ronin_clap","Ruffs",,,,"SPECIAL","COLLECTORS","CLAP","Colt_Pin_Clap","0",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_surge_paladin_clap",,,"sc/emoji_1.sc","emoji_surge_paladin_clap","PowerLeveler",,,,"SPECIAL","COLLECTORS","CLAP","Colt_Pin_Clap","0",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_buzz_punk_clap",,,"sc/emoji_1.sc","emoji_buzz_punk_clap","RopeDude",,,,"SPECIAL","COLLECTORS","CLAP","Colt_Pin_Clap","0",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_buzz_punk",,,"sc/emoji_1.sc","emoji_buzz_punk","RopeDude",,,,"SPECIAL","COLLECTORS","DEFAULT","Buzz_Kill_VO","0",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_buzz_punk_angry",,,"sc/emoji_1.sc","emoji_buzz_punk_angry","RopeDude",,,,"SPECIAL","COLLECTORS","ANGRY","Buzz_Hurt_VO","6",,,,,,"TRUE",,,,,,,,"TRUE","NEVER"
"emoji_buzz_punk_gg",,,"sc/emoji_1.sc","emoji_buzz_punk_gg","RopeDude",,,,"SPECIAL","COLLECTORS","GG","Buzz_Lead_VO","2",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_buzz_punk_happy",,,"sc/emoji_1.sc","emoji_buzz_punk_happy","RopeDude",,,,"SPECIAL","COLLECTORS","HAPPY","Buzz_Ulti_Atk_Dog","0",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_buzz_punk_phew",,,"sc/emoji_1.sc","emoji_buzz_punk_phew","RopeDude",,,,"SPECIAL","COLLECTORS","PHEW","Buzz_Kill_VO","6",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_buzz_punk_sad",,,"sc/emoji_1.sc","emoji_buzz_punk_sad","RopeDude",,,,"SPECIAL","COLLECTORS","SAD","Buzz_Hurt_VO","0",,,,,,"TRUE",,,,,,,,"TRUE","NEVER"
"emoji_buzz_punk_special",,,"sc/emoji_1.sc","emoji_buzz_punk_special","RopeDude",,,,"SPECIAL","COLLECTORS","SPECIAL","Buzz_Ulti_Atk_Dog","0",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_buzz_punk_thanks",,,"sc/emoji_1.sc","emoji_buzz_punk_thanks","RopeDude",,,,"SPECIAL","COLLECTORS","THANKS","Buzz_Start_VO","3",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_darryl_megabox",,,"sc/emoji_1.sc","emoji_darryl_megabox","BarrelBot",,,,"SPECIAL","COLLECTORS","DEFAULT","Darryl_Start_VO","1",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_ash",,,"sc/emoji_1.sc","emoji_ash","Knight",,,,"DEFAULT","DEFAULT","DEFAULT","Ash_Start_VO","0",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_ash_angry",,,"sc/emoji_1.sc","emoji_ash_angry","Knight",,,,"ANGRY","COMMON","ANGRY","Ash_Hurt_VO","1",,,,"375","9","TRUE",,,,,,,,"TRUE","AVAILABLE"
"emoji_ash_happy",,,"sc/emoji_1.sc","emoji_ash_happy","Knight",,,,"HAPPY","COMMON","HAPPY","Ash_Lead_VO","3",,,,,,"TRUE",,,,,,,"TrophyRewardsKnight",,"NEVER"
"emoji_ash_gg",,,"sc/emoji_1.sc","emoji_ash_gg","Knight",,,,"SPECIAL","RARE","GG","Ash_Lead_VO","4",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_ash_phew",,,"sc/emoji_1.sc","emoji_ash_phew","Knight",,,,"SPECIAL","EPIC","PHEW","Ash_Die_VO","2",,,,"1500","39","TRUE",,,,,,,,,"AVAILABLE"
"emoji_ash_sad",,,"sc/emoji_1.sc","emoji_ash_sad","Knight",,,,"SAD","COMMON","SAD","Ash_Die_VO","5",,,,"375","9","TRUE",,,,,,,,"TRUE","AVAILABLE"
"emoji_ash_special",,,"sc/emoji_1.sc","emoji_ash_special","Knight",,,,"SPECIAL","EPIC","SPECIAL","Ash_Lead_VO","1",,,,,,"TRUE",,,,,,,"TrophyRewardsKnight",,"NEVER"
"emoji_ash_thanks",,,"sc/emoji_1.sc","emoji_ash_thanks","Knight",,,,"SPECIAL","EPIC","THANKS","Ash_Start_VO","1",,,,"1500","39","TRUE",,,,,,,,,"AVAILABLE"
"emoji_ash_clap",,,"sc/emoji_1.sc","emoji_ash_clap","Knight",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_ash_ninja",,,"sc/emoji_1.sc","emoji_ash_ninja","Knight",,,,"SPECIAL","COLLECTORS","DEFAULT","Ash_Start_VO","0",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_ash_ninja_angry",,,"sc/emoji_1.sc","emoji_ash_ninja_angry","Knight",,,,"SPECIAL","COLLECTORS","ANGRY","Ash_Hurt_VO","1",,,,,,"TRUE",,,,,,,,"TRUE","NEVER"
"emoji_ash_ninja_gg",,,"sc/emoji_1.sc","emoji_ash_ninja_gg","Knight",,,,"SPECIAL","COLLECTORS","GG","Ash_Lead_VO","4",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_ash_ninja_happy",,,"sc/emoji_1.sc","emoji_ash_ninja_happy","Knight",,,,"SPECIAL","COLLECTORS","HAPPY","Ash_Lead_VO","3",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_ash_ninja_phew",,,"sc/emoji_1.sc","emoji_ash_ninja_phew","Knight",,,,"SPECIAL","COLLECTORS","PHEW","Ash_Die_VO","2",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_ash_ninja_sad",,,"sc/emoji_1.sc","emoji_ash_ninja_sad","Knight",,,,"SPECIAL","COLLECTORS","SAD","Ash_Die_VO","5",,,,,,"TRUE",,,,,,,,"TRUE","NEVER"
"emoji_ash_ninja_special",,,"sc/emoji_1.sc","emoji_ash_ninja_special","Knight",,,,"SPECIAL","COLLECTORS","SPECIAL","Ash_Lead_VO","1",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_ash_ninja_thanks",,,"sc/emoji_1.sc","emoji_ash_ninja_thanks","Knight",,,,"SPECIAL","COLLECTORS","THANKS","Ash_Start_VO","1",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_ash_ninja_clap",,,"sc/emoji_1.sc","emoji_ash_ninja_clap","Knight",,,,"SPECIAL","COLLECTORS","CLAP","Colt_Pin_Clap","0",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_champie_whiteflag",,,"sc/emoji_1.sc","emoji_champie_whiteflag",,,,,"SAD","COLLECTORS","SPECIAL",,,,"BSC2021",,,,"TRUE",,,,,,,,,"NEVER"
"emoji_champie_bluefinger",,,"sc/emoji_1.sc","emoji_champie_bluefinger",,,,,"HAPPY","COLLECTORS","SPECIAL",,,,"BSC2021",,,,"TRUE",,,,,,,,,"NEVER"
"emoji_champie_redfinger",,,"sc/emoji_1.sc","emoji_champie_redfinger",,,,,"HAPPY","COLLECTORS","SPECIAL",,,,"BSC2021",,,,"TRUE",,,,,,,,,"NEVER"
"emoji_champie_thuglife",,,"sc/emoji_1.sc","emoji_champie_thuglife",,,,,"SPECIAL","COLLECTORS","SPECIAL",,,,"BSC2021",,,,"TRUE",,,,,,,,"TRUE","NEVER"
"emoji_champie_thumbsdown",,,"sc/emoji_1.sc","emoji_champie_thumbsdown",,,,,"ANGRY","COLLECTORS","SPECIAL",,,,"BSC2021",,,,"TRUE",,,,,,,,"TRUE","NEVER"
"emoji_champie_holdthetrophy",,,"sc/emoji_1.sc","emoji_champie_holdthetrophy",,,,,"SPECIAL","COLLECTORS","SPECIAL",,,,"BSC2021",,,,"TRUE",,,,,,,,,"NEVER"
"emoji_sprout_prince_red",,,"sc/emoji_1.sc","emoji_sprout_prince_red","Wally",,,,"SPECIAL","COLLECTORS","DEFAULT","Sprout_Start_VO","1",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_sprout_prince_green",,,"sc/emoji_1.sc","emoji_sprout_prince_green","Wally",,,,"SPECIAL","COLLECTORS","DEFAULT","Sprout_Start_VO","1",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_elprimo_dragon_pink",,,"sc/emoji_1.sc","emoji_elprimo_dragon_pink","Luchador",,,,"SPECIAL","COLLECTORS","DEFAULT","El_primo_start","0",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_elprimo_dragon_green",,,"sc/emoji_1.sc","emoji_elprimo_dragon_green","Luchador",,,,"SPECIAL","COLLECTORS","DEFAULT","El_primo_start","0",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_meg",,,"sc/emoji_1.sc","emoji_meg","MechaDude",,,,"DEFAULT","DEFAULT","DEFAULT","Meg_start_vo","5",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_meg_angry",,,"sc/emoji_1.sc","emoji_meg_angry","MechaDude",,,,"ANGRY","COMMON","ANGRY","Meg_die_vo","0",,,,"375","9","TRUE",,,,,,,,"TRUE","AVAILABLE"
"emoji_meg_gg",,,"sc/emoji_1.sc","emoji_meg_gg","MechaDude",,,,"SPECIAL","RARE","GG","Meg_lead_vo","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_meg_happy",,,"sc/emoji_1.sc","emoji_meg_happy","MechaDude",,,,"HAPPY","COMMON","HAPPY","Meg_start_vo","3",,,,,,"TRUE",,,,,,,"TrophyRewardsMechaDude",,"NEVER"
"emoji_meg_phew",,,"sc/emoji_1.sc","emoji_meg_phew","MechaDude",,,,"SPECIAL","EPIC","PHEW","Meg_hurt_vo","1",,,,"1500","39","TRUE",,,,,,,,,"AVAILABLE"
"emoji_meg_sad",,,"sc/emoji_1.sc","emoji_meg_sad","MechaDude",,,,"SAD","COMMON","SAD","Meg_die_vo","5",,,,"375","9","TRUE",,,,,,,,"TRUE","AVAILABLE"
"emoji_meg_special",,,"sc/emoji_1.sc","emoji_meg_special","MechaDude",,,,"SPECIAL","EPIC","SPECIAL","Meg_ulti_vo","3",,,,,,"TRUE",,,,,,,"TrophyRewardsMechaDude",,"NEVER"
"emoji_meg_thanks",,,"sc/emoji_1.sc","emoji_meg_thanks","MechaDude",,,,"SPECIAL","EPIC","THANKS","Meg_kill_vo","0",,,,"1500","39","TRUE",,,,,,,,,"AVAILABLE"
"emoji_meg_clap",,,"sc/emoji_1.sc","emoji_meg_clap","MechaDude",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_spike_darklord_happy",,,"sc/emoji_1.sc","emoji_spike_darklord_happy","Cactus",,,,"HAPPY","COLLECTORS","HAPPY","Spike_Robo_Laugh","0",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_barley_retro",,,"sc/emoji_1.sc","emoji_barley_retro","Barkeep",,,,"DEFAULT","COLLECTORS","DEFAULT","Barley_Die","1",,"Retropolis",,,,"TRUE",,,,,,,,,"NEVER"
"emoji_brock_retro",,,"sc/emoji_1.sc","emoji_brock_retro","RocketGirl",,,,"DEFAULT","COLLECTORS","DEFAULT","Brock_start_vo","2",,"Retropolis",,,,"TRUE",,,,,,,,,"NEVER"
"emoji_carl_retro",,,"sc/emoji_1.sc","emoji_carl_retro","Whirlwind",,,,"DEFAULT","COLLECTORS","DEFAULT","Carl_start_vo","0",,"Retropolis",,,,"TRUE",,,,,,,,,"NEVER"
"emoji_mortis_retro",,,"sc/emoji_1.sc","emoji_mortis_retro","Undertaker",,,,"DEFAULT","COLLECTORS","DEFAULT","Mortis_start","3",,"Retropolis",,,,"TRUE",,,,,,,,,"NEVER"
"emoji_8bit_retro",,,"sc/emoji_1.sc","emoji_8bit_retro","Arcade",,,,"DEFAULT","COLLECTORS","DEFAULT","8bit_start_vo","0",,"Retropolis",,,,"TRUE",,,,,,,,,"NEVER"
"emoji_lolla",,,"sc/emoji_1.sc","emoji_lolla","Duplicator",,,,"DEFAULT","DEFAULT","DEFAULT","Lolla_Start_VO","2",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_lolla_angry",,,"sc/emoji_1.sc","emoji_lolla_angry","Duplicator",,,,"ANGRY","COMMON","ANGRY","Lolla_Hurt_VO","0",,,,"375","9","TRUE",,,,,,,,"TRUE","AVAILABLE"
"emoji_lolla_happy",,,"sc/emoji_1.sc","emoji_lolla_happy","Duplicator",,,,"HAPPY","COMMON","HAPPY","Lolla_Kill_VO","5",,,,,,"TRUE",,,,,,,"TrophyRewardsDuplicator",,"NEVER"
"emoji_lolla_gg",,,"sc/emoji_1.sc","emoji_lolla_gg","Duplicator",,,,"SPECIAL","RARE","GG","Lolla_Lead_VO","2",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_lolla_phew",,,"sc/emoji_1.sc","emoji_lolla_phew","Duplicator",,,,"SPECIAL","EPIC","PHEW","Lolla_Die_VO","3",,,,"1500","39","TRUE",,,,,,,,,"AVAILABLE"
"emoji_lolla_sad",,,"sc/emoji_1.sc","emoji_lolla_sad","Duplicator",,,,"SAD","COMMON","SAD","Lolla_Die_VO","0",,,,"375","9","TRUE",,,,,,,,"TRUE","AVAILABLE"
"emoji_lolla_special",,,"sc/emoji_1.sc","emoji_lolla_special","Duplicator",,,,"SPECIAL","EPIC","SPECIAL","Lolla_Ulti_VO","0",,,,,,"TRUE",,,,,,,"TrophyRewardsDuplicator",,"NEVER"
"emoji_lolla_thanks",,,"sc/emoji_1.sc","emoji_lolla_thanks","Duplicator",,,,"SPECIAL","EPIC","THANKS","Lolla_Lead_VO","0",,,,"1500","39","TRUE",,,,,,,,,"AVAILABLE"
"emoji_lolla_clap",,,"sc/emoji_1.sc","emoji_lolla_clap","Duplicator",,,,"SPECIAL","RARE","CLAP","Colt_Pin_Clap","0",,,,"750","19","TRUE",,,,,,,,,"AVAILABLE"
"emoji_lolla_chola",,,"sc/emoji_1.sc","emoji_lolla_chola","Duplicator",,,,"SPECIAL","COLLECTORS","DEFAULT","Lolla_Start_VO","2",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_lolla_chola_angry",,,"sc/emoji_1.sc","emoji_lolla_chola_angry","Duplicator",,,,"SPECIAL","COLLECTORS","ANGRY","Lolla_Hurt_VO","0",,,,,,"TRUE",,,,,,,,"TRUE","NEVER"
"emoji_lolla_chola_gg",,,"sc/emoji_1.sc","emoji_lolla_chola_gg","Duplicator",,,,"SPECIAL","COLLECTORS","GG","Lolla_Lead_VO","2",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_lolla_chola_happy",,,"sc/emoji_1.sc","emoji_lolla_chola_happy","Duplicator",,,,"SPECIAL","COLLECTORS","HAPPY","Lolla_Kill_VO","5",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_lolla_chola_phew",,,"sc/emoji_1.sc","emoji_lolla_chola_phew","Duplicator",,,,"SPECIAL","COLLECTORS","PHEW","Lolla_Die_VO","3",,,,,,"TRUE",,,,,,,,,"NEVER"
"emoji_lolla_chola_sad",,,"sc/emoji_1.sc","emoji_lolla_chola_sad","Duplicator",,,,"SPECIAL","COLLECTORS","SAD","Lolla_Die_VO","0",,,,,,"TRUE",,,,,,,,"TRUE","NEVER"
